name1	name2	len1	len2	gc1	gc2	numSites	sumEnergy	Pvalue	Padj	00Annotation	short_description	gene_id	log2fc
ENSMUST00000184554.8	chr19_54018926_54018977_-	782	1051	46.419	52.617	6	-44.82	0.0114	0.024	chr19_54018926_54018977_-	p1@Bbip1	100503572	0.615470559787532
ENSMUST00000184554.8	chr5_111082367_111082441_-	782	1074	46.419	58.566	8	-26.25	0.141	0.182	chr5_111082367_111082441_-	p1@Noc4l	100608	-0.489470136220003
ENSMUST00000184554.8	chr5_136514641_136514673_+	782	1032	46.419	52.519	4	-41.51	0.015	0.0297	chr5_136514641_136514673_+	p2@Upk3b	100647	-0.66852852968043
ENSMUST00000184554.8	chr5_145529027_145529051_+	782	1024	46.419	65.137	13	-88.02	0.00158	0.00533	chr5_145529027_145529051_+	p2@Trrap	100683	-0.412621591908716
ENSMUST00000184554.8	chr5_151476327_151476392_+	782	1065	46.419	67.418	24	-152.2918	1.5399999999999998e-05	0.000205	chr5_151476327_151476392_+	p3@Pds5b	100710	0.485517850133054
ENSMUST00000184554.8	chr13_93962330_93962379_-	782	1049	46.419	53.67	14	-91.03	9.790000000000001e-05	0.000725	chr13_93962330_93962379_-	p1@Papd4	100715	0.485753262311673
ENSMUST00000184554.8	chr5_31215877_31215888_+	782	1011	46.419	58.655	0	0.0	1.0	1.0	chr5_31215877_31215888_+	p7@Emilin1	100952	-0.52993438235685
ENSMUST00000184554.8	chr6_13627930_13627974_-	782	1044	46.419	66.28399999999999	17	-123.94	0.00010700000000000001	0.0007740000000000001	chr6_13627930_13627974_-	p1@B630005N14Rik	101148	0.882306750761374
ENSMUST00000184554.8	chr6_49213978_49213989_-	782	1011	46.419	61.523	11	-60.7876	0.008329999999999999	0.0187	chr6_49213978_49213989_-	p2@Tra2a	101214	0.958782613086699
ENSMUST00000184554.8	chr7_135831050_135831093_+	782	1043	46.419	55.992	10	-89.8	0.00019099999999999998	0.00118	chr7_135831050_135831093_+	p4@Inpp5f	101490	0.490422140208666
ENSMUST00000184554.8	chr7_29157676_29157685_-	782	1009	46.419	67.79	11	-46.51	0.0628	0.0922	chr7_29157676_29157685_-	p8@Plekhg2	101497	-0.577123609620394
ENSMUST00000184554.8	chr7_17428245_17428303_+	782	1058	46.419	59.641000000000005	6	-39.64	0.0485	0.0753	chr7_17428245_17428303_+	p1@Prkd2	101540	-0.633545730121645
ENSMUST00000184554.8	chr7_25372631_25372684_-	782	1053	46.419	57.74	4	-30.64	0.0856	0.11900000000000001	chr7_25372631_25372684_-	p1@Zfp575	101544	-0.7596143560594
ENSMUST00000184554.8	chr4_83132319_83132343_-	782	1024	46.419	65.234	21	-141.421	1.5399999999999998e-05	0.000205	chr4_83132319_83132343_-	p1@Psip1	101739	0.468012348359167
ENSMUST00000184554.8	chr8_97125442_97125456_-	782	1014	46.419	54.635	11	-76.06	0.0005139999999999999	0.00237	chr8_97125442_97125456_-	p4@Fam192a	102122	-0.752161032993351
ENSMUST00000184554.8	chr9_123371111_123371118_+	782	1007	46.419	43.496	1	-10.47	0.12300000000000001	0.163	chr9_123371111_123371118_+	p3@Lars2	102436	0.688616031128128
ENSMUST00000184554.8	chr9_114691063_114691074_-	782	1011	46.419	64.78699999999999	14	-96.43	0.000667	0.00283	chr9_114691063_114691074_-	p3@Cmtm7	102545	-0.437379435835194
ENSMUST00000184554.8	chrX_73119875_73119929_-	782	1054	46.419	54.08	4	-46.7234	0.0118	0.0246	chrX_73119875_73119929_-	p2@Pls3	102866	0.560432256048221
ENSMUST00000184554.8	chr10_127740378_127740408_+	782	1030	46.419	54.175	4	-35.54	0.0343	0.0571	chr10_127740378_127740408_+	p2@Pan2	103135	-0.462001149990612
ENSMUST00000184554.8	chr10_75398601_75398617_+	782	1016	46.419	56.988	11	-35.72	0.0452	0.0711	chr10_75398601_75398617_+	p2@Chchd10	103172	-0.90235693322252
ENSMUST00000184554.8	chr10_80959058_80959069_-	782	1011	46.419	62.512	14	-102.59	0.000225	0.00132	chr10_80959058_80959069_-	p2@Ncln	103425	-0.56255053182673
ENSMUST00000184554.8	chr11_30671745_30671792_+	782	1047	46.419	64.47	15	-98.0864	0.000643	0.0027600000000000003	chr11_30671745_30671792_+	p1@Psme4	103554	0.549971953442563
ENSMUST00000184554.8	chr11_23155920_23155976_+	782	1056	46.419	64.39399999999999	19	-99.65	0.0005769999999999999	0.00256	chr11_23155920_23155976_+	p2@Xpo1	103573	0.81238516534911
ENSMUST00000184554.8	chr11_100981231_100981263_+	782	1032	46.419	57.849	8	-40.34	0.0341	0.0568	chr11_100981231_100981263_+	p3@Tubg1	103733	-0.737597648631994
ENSMUST00000184554.8	chr11_83112347_83112372_-	782	1025	46.419	50.049	5	-27.12	0.0507	0.078	chr11_83112347_83112372_-	p3@Pex12	103737	0.665987025019825
ENSMUST00000184554.8	chr11_50105804_50105865_-	782	1061	46.419	66.635	22	-154.01	1.0199999999999999e-05	0.000154	chr11_50105804_50105865_-	p1@Maml1	103806	-0.395716775006574
ENSMUST00000184554.8	chr18_60760090_60760115_-	782	1025	46.419	47.22	9	-74.12	0.000126	0.0008710000000000001	chr18_60760090_60760115_-	p9@Synpo	104027	-0.55178526791737
ENSMUST00000184554.8	chr14_56402844_56402856_-	782	1012	46.419	52.668	5	-42.67	0.0127	0.0261	chr14_56402844_56402856_-	p2@Adcy4	104110	-0.842261069954538
ENSMUST00000184554.8	chr17_87362670_87362686_+	782	1016	46.419	67.421	11	-111.27	0.000357	0.00183	chr17_87362670_87362686_+	p4@Rhoq	104215	0.458734716875046
ENSMUST00000184554.8	chr10_75227010_75227104_-	782	1094	46.419	48.537	9	-80.3	0.00011599999999999999	0.000813	chr10_75227010_75227104_-	p1@Cabin1	104248	-0.553623387012926
ENSMUST00000184554.8	chr8_107821563_107821642_+	782	1079	46.419	61.816	11	-69.76	0.00513	0.0129	chr8_107821563_107821642_+	p1@E2f4	104394	-0.468716290953028
ENSMUST00000184554.8	chr19_5688614_5688706_-	782	1092	46.419	60.989	13	-59.79	0.0112	0.0236	chr19_5688614_5688706_-	p1@Pcnxl3	104401	-0.550906354615924
ENSMUST00000184554.8	chr9_48288645_48288745_-	782	1100	46.419	56.636	8	-34.87	0.0587	0.0875	chr9_48288645_48288745_-	p1@Rexo2	104444	0.71947593442118
ENSMUST00000184554.8	chr15_78673062_78673082_+	782	1020	46.419	61.373000000000005	8	-46.93	0.0286	0.0496	chr15_78673062_78673082_+	p1@Cdc42ep1	104445	-0.748505831261702
ENSMUST00000184554.8	chr11_70051354_70051387_-	782	1033	46.419	58.955	9	-53.4856	0.0118	0.0246	chr11_70051354_70051387_-	p2@0610010K14Rik	104457	-0.524192865848087
ENSMUST00000184554.8	chr11_35648020_35648032_-	782	1012	46.419	52.075	7	-33.37	0.0316	0.0535	chr11_35648020_35648032_-	p2@Rars	104458	0.648403358513605
ENSMUST00000184554.8	chr11_29072913_29072925_+	782	1012	46.419	58.3	8	-71.37	0.00175	0.0057399999999999994	chr11_29072913_29072925_+	p2@Smek2	104570	0.700475577893305
ENSMUST00000184554.8	chr11_49526139_49526170_-	782	1031	46.419	67.21600000000001	14	-61.62	0.0201	0.0374	chr11_49526139_49526170_-	p2@Cnot6	104625	0.744777244917622
ENSMUST00000184554.8	chr11_74711583_74711608_+	782	1025	46.419	51.902	3	-22.25	0.10099999999999999	0.13699999999999998	chr11_74711583_74711608_+	p1@Tsr1	104662	0.545633366452711
ENSMUST00000184554.8	chr12_13256004_13256030_-	782	1026	46.419	49.805	13	-92.8	2.57e-05	0.00029	chr12_13256004_13256030_-	p2@Ddx1	104721	0.612685118568594
ENSMUST00000184554.8	chr9_110310635_110310659_-	782	1024	46.419	57.617	8	-80.66	0.0006389999999999999	0.00275	chr9_110310635_110310659_-	p2@Ptpn23	104831	-0.588777075122785
ENSMUST00000184554.8	chr13_3610282_3610308_-	782	1026	46.419	62.573	13	-68.96	0.0051	0.0129	chr13_3610282_3610308_-	p2@BC016423	105203	0.580916350142215
ENSMUST00000184554.8	chr13_54789057_54789170_-	782	1113	46.419	63.342	15	-141.2274	1.53e-05	0.00020299999999999997	chr13_54789057_54789170_-	p2@Rnf44	105239	-0.589788355109123
ENSMUST00000184554.8	chr13_77274758_77274775_-	782	1017	46.419	52.802	11	-72.6	0.0005110000000000001	0.00236	chr13_77274758_77274775_-	p2@Ankrd32	105377	0.780881801171463
ENSMUST00000184554.8	chr14_68334295_68334342_+	782	1047	46.419	56.065	9	-61.92	0.0034100000000000003	0.0095	chr14_68334295_68334342_+	p6@Kctd9	105440	0.616272522001725
ENSMUST00000184554.8	chr14_49686332_49686349_-	782	1017	46.419	66.962	10	-92.7752	0.0015	0.00513	chr14_49686332_49686349_-	p3@Exoc5	105504	0.763399119704363
ENSMUST00000184554.8	chr14_32898748_32898776_-	782	1028	46.419	45.913999999999994	5	-44.06	0.00366	0.01	chr14_32898748_32898776_-	p2@Dph3	105638	0.549851933524698
ENSMUST00000184554.8	chr15_75900111_75900189_-	782	1078	46.419	66.048	29	-299.45	2.6700000000000002e-11	1.1699999999999999e-07	chr15_75900111_75900189_-	p1@Scrib	105782	-0.597915075041106
ENSMUST00000184554.8	chr15_5093861_5093896_+	782	1035	46.419	56.908	13	-70.66	0.00158	0.00533	chr15_5093861_5093896_+	p1@Prkaa1	105787	0.562656251204214
ENSMUST00000184554.8	chr15_89185960_89186063_-	782	1103	46.419	57.661	8	-74.7	0.00165	0.0055	chr15_89185960_89186063_-	p1@Lmf2	105847	-0.694453810761081
ENSMUST00000184554.8	chr15_54403025_54403062_+	782	1037	46.419	57.956	7	-54.41	0.00938	0.0205	chr15_54403025_54403062_+	p2@Mal2	105853	0.780939813912458
ENSMUST00000184554.8	chr15_81767310_81767330_+	782	1020	46.419	58.824	3	-25.52	0.136	0.177	chr15_81767310_81767330_+	p4@Csdc2	105859	-0.710132143273635
ENSMUST00000184554.8	chr4_40216811_40216882_-	782	1071	46.419	53.035	9	-52.39	0.00591	0.0144	chr4_40216811_40216882_-	p1@Topors	106021	0.484902487542611
ENSMUST00000184554.8	chr15_78707679_78707694_+	782	1015	46.419	70.148	13	-104.94	0.0011099999999999999	0.00411	chr15_78707679_78707694_+	p3@Gga1	106039	-0.619824323550751
ENSMUST00000184554.8	chr15_102110161_102110195_+	782	1034	46.419	58.413999999999994	6	-76.9652	0.00114	0.0042	chr15_102110161_102110195_+	p6@Mfsd5	106073	-0.402571505647383
ENSMUST00000184554.8	chr16_64852182_64852214_+	782	1032	46.419	57.074	19	-114.91	1.7899999999999998e-05	0.000227	chr16_64852182_64852214_+	p7@Cggbp1	106143	0.430314190471182
ENSMUST00000184554.8	chr16_11176363_11176458_-	782	1095	46.419	61.187	15	-117.82	6.19e-05	0.000529	chr16_11176363_11176458_-	p1@Zc3h7a	106205	0.509424164521881
ENSMUST00000184554.8	chr16_31948518_31948628_-	782	1110	46.419	57.297	8	-28.3	0.114	0.152	chr16_31948518_31948628_-	p1@0610012G03Rik	106264	-0.555985147143979
ENSMUST00000184554.8	chr16_13780693_13780716_+	782	1023	46.419	54.74100000000001	12	-70.0814	0.00103	0.00391	chr16_13780693_13780716_+	p3@Rrn3	106298	0.350423975733941
ENSMUST00000184554.8	chr16_23127775_23127819_-	782	1044	46.419	44.923	2	-9.41	0.19899999999999998	0.24600000000000002	chr16_23127775_23127819_-	p1@Rfc4	106344	0.687499756542971
ENSMUST00000184554.8	chr17_26381135_26381144_-	782	1009	46.419	54.41	7	-38.97	0.0235	0.0424	chr17_26381135_26381144_-	p3@Itfg3	106581	-0.393824548809345
ENSMUST00000184554.8	chr17_56857104_56857132_-	782	1028	46.419	60.603	10	-33.9	0.0812	0.114	chr17_56857104_56857132_-	p2@Vmac	106639	-0.480422566415526
ENSMUST00000184554.8	chr17_56410672_56410686_-	782	1014	46.419	55.818999999999996	5	-56.82	0.00479	0.0123	chr17_56410672_56410686_-	p3@Ticam1	106759	-0.524167303737394
ENSMUST00000184554.8	chr19_41970650_41970697_-	782	1047	46.419	55.968999999999994	11	-102.95	4.96e-05	0.000453	chr19_41970650_41970697_-	p1@Rrp12	107094	-0.456575314012007
ENSMUST00000184554.8	chr19_37000561_37000667_+	782	1106	46.419	55.335	13	-72.48	0.0013	0.00464	chr19_37000561_37000667_+	p1@Btaf1	107182	0.586438875189915
ENSMUST00000184554.8	chr19_5425023_5425037_+	782	1014	46.419	61.243	10	-25.13	0.17	0.214	chr19_5425023_5425037_+	p4@AI837181	107242	-0.57304971845186
ENSMUST00000184554.8	chr19_10763214_10763230_+	782	1016	46.419	61.318999999999996	11	-72.592	0.00282	0.00821	chr19_10763214_10763230_+	p3@Vps37c	107305	-0.593865482476945
ENSMUST00000184554.8	chr19_46227013_46227056_+	782	1043	46.419	52.637	7	-34.18	0.034	0.0566	chr19_46227013_46227056_+	p1@Gbf1	107338	-0.314193419942678
ENSMUST00000184554.8	chr19_41338407_41338412_-	782	1005	46.419	64.08	17	-102.5296	0.00032	0.0016899999999999999	chr19_41338407_41338412_-	p3@Tm9sf3	107358	0.609451416066503
ENSMUST00000184554.8	chr2_71227296_71227335_+	782	1039	46.419	54.379	8	-41.87	0.0191	0.036	chr2_71227296_71227335_+	p1@Hat1	107435	0.597092305601048
ENSMUST00000184554.8	chr10_60294351_60294365_-	782	1014	46.419	69.23100000000001	18	-107.1	0.0007570000000000001	0.0031100000000000004	chr10_60294351_60294365_-	p5@Unc5b	107449	-0.477391349722356
ENSMUST00000184554.8	chr7_52072324_52072336_-	782	1012	46.419	66.601	18	-122.23	0.00011200000000000001	0.000802	chr7_52072324_52072336_-	p4@Atf5	107503	-0.645411632773373
ENSMUST00000184554.8	chr13_38085980_38086053_-	782	1073	46.419	59.36600000000001	14	-114.9	4.3700000000000005e-05	0.000413	chr13_38085980_38086053_-	p1@Ssr1	107513	0.448467904581445
ENSMUST00000184554.8	chrX_102315692_102315693_+	782	1001	46.419	63.137	7	-51.91	0.0222	0.0406	chrX_102315692_102315693_+	p2@Magee1	107528	-0.421495094738034
ENSMUST00000184554.8	chr4_19636249_19636267_-	782	1018	46.419	57.367	16	-83.6364	0.000436	0.0021100000000000003	chr4_19636249_19636267_-	p3@Wwp1	107568	0.421151771565672
ENSMUST00000184554.8	chr6_56873815_56873920_-	782	1105	46.419	48.326	14	-76.3	0.00018600000000000002	0.00116	chr6_56873815_56873920_-	p1@Nt5c3	107569	0.902605434427375
ENSMUST00000184554.8	chr15_35225845_35225867_+	782	1022	46.419	59.198	11	-88.4	0.00041900000000000005	0.00205	chr15_35225845_35225867_+	p1@Osr2	107587	-0.648201122331287
ENSMUST00000184554.8	chr13_95055236_95055297_-	782	1061	46.419	59.849	14	-101.67	0.000166	0.00107	chr13_95055236_95055297_-	p2@Scamp1	107767	0.471739314181649
ENSMUST00000184554.8	chr2_25562263_25562314_+	782	1051	46.419	55.756	11	-77.61	0.000662	0.00282	chr2_25562263_25562314_+	p2@Bmyc	107771	-0.545164298297657
ENSMUST00000184554.8	chr5_135870369_135870428_-	782	1059	46.419	65.156	24	-150.46	8.51e-06	0.000138	chr5_135870369_135870428_-	p1@Pom121	107939	-0.554749745104599
ENSMUST00000184554.8	chr19_5272982_5273000_-	782	1018	46.419	63.851000000000006	16	-153.8808	3.09e-06	6.9e-05	chr19_5272982_5273000_-	p3@Pacs1	107975	-0.5916194559799
ENSMUST00000184554.8	chr7_28122686_28122699_-	782	1013	46.419	55.281000000000006	9	-103.86	3.0799999999999996e-05	0.00032599999999999996	chr7_28122686_28122699_-	p3@Ltbp4	108075	-0.67823463938753
ENSMUST00000184554.8	chr6_146591094_146591118_+	782	1024	46.419	58.788999999999994	7	-46.0	0.0223	0.0407	chr6_146591094_146591118_+	p1@Med21	108098	0.804672877295417
ENSMUST00000184554.8	chr11_119804396_119804413_+	782	1017	46.419	61.25899999999999	17	-128.5	1.4599999999999999e-05	0.000198	chr11_119804396_119804413_+	p1@Baiap2	108100	-0.512528218547014
ENSMUST00000184554.8	chr19_7093818_7093829_-	782	1011	46.419	53.61	6	-49.58	0.007	0.0163	chr19_7093818_7093829_-	p3@Fermt3	108101	-0.845445913333947
ENSMUST00000184554.8	chr16_19760429_19760487_+	782	1058	46.419	58.412	9	-55.0	0.0103	0.022	chr16_19760429_19760487_+	p2@B3gnt5	108105	0.700826432109666
ENSMUST00000184554.8	chr17_31795674_31795711_-	782	1037	46.419	56.027	13	-73.75	0.000977	0.00375	chr17_31795674_31795711_-	p1@U2af1	108121	0.450594796523337
ENSMUST00000184554.8	chr18_63137480_63137493_+	782	1013	46.419	55.479	11	-78.32	0.000484	0.0022600000000000003	chr18_63137480_63137493_+	p3@Napg	108123	0.46694238999224
ENSMUST00000184554.8	chr9_90058004_90058011_+	782	1007	46.419	63.853	10	-75.8	0.0032600000000000003	0.009170000000000001	chr9_90058004_90058011_+	p5@Adamts7	108153	-0.650542099700395
ENSMUST00000184554.8	chr13_105077437_105077459_+	782	1022	46.419	40.9	0	0.0	1.0	1.0	chr13_105077437_105077459_+	p3@Adamts6	108154	0.586169223136681
ENSMUST00000184554.8	chrX_98835395_98835447_+	782	1052	46.419	53.327	10	-85.21	0.000172	0.00109	chrX_98835395_98835447_+	p1@Ogt	108155	0.406887252747209
ENSMUST00000184554.8	chr1_94807217_94807242_+	782	1025	46.419	74.53699999999999	28	-291.5024	2.7899999999999997e-09	2.3e-06	chr1_94807217_94807242_+	p3@Rnpepl1	108657	-0.689335637547067
ENSMUST00000184554.8	chr1_5073250_5073267_+	782	1017	46.419	48.278999999999996	13	-85.89	3.72e-05	0.00036899999999999997	chr1_5073250_5073267_+	p2@Atp6v1h	108664	0.451827108286125
ENSMUST00000184554.8	chr11_29273590_29273613_+	782	1023	46.419	63.245	18	-148.51	4.3e-06	8.420000000000001e-05	chr11_29273590_29273613_+	p2@Ccdc88a	108686	0.564330093806612
ENSMUST00000184554.8	chr19_7491617_7491719_+	782	1102	46.419	76.86	34	-200.34	1.1e-05	0.00016299999999999998	chr19_7491617_7491719_+	p2@2700081O15Rik	108899	0.445697708740587
ENSMUST00000184554.8	chr1_51535234_51535250_-	782	1016	46.419	55.906000000000006	8	-51.6	0.0083	0.0186	chr1_51535234_51535250_-	p1@Obfc2a	109019	1.13517165322231
ENSMUST00000184554.8	chr2_170336918_170336951_+	782	1033	46.419	57.793	12	-93.82	0.00018600000000000002	0.00116	chr2_170336918_170336951_+	p1@Pfdn4	109054	1.24666368671882
ENSMUST00000184554.8	chr19_8967488_8967542_+	782	1054	46.419	55.028	7	-59.0	0.00392	0.0106	chr19_8967488_8967542_+	p1@Ints5	109077	-0.444838996054682
ENSMUST00000184554.8	chr5_67698217_67698253_+	782	1036	46.419	59.363	15	-123.19	1.56e-05	0.000206	chr5_67698217_67698253_+	p2@Slc30a9	109108	0.665029134978602
ENSMUST00000184554.8	chr2_50152200_50152256_-	782	1056	46.419	52.461999999999996	11	-66.804	0.00107	0.00402	chr2_50152200_50152256_-	p1@Mmadhc	109129	0.605859474226184
ENSMUST00000184554.8	chr9_54997107_54997119_+	782	1012	46.419	70.751	23	-159.6956	1.6800000000000002e-05	0.000217	chr9_54997107_54997119_+	p5@Ube2q2	109161	0.470628154393271
ENSMUST00000184554.8	chr6_128093543_128093612_-	782	1069	46.419	60.803999999999995	9	-78.35	0.0018899999999999998	0.00609	chr6_128093543_128093612_-	p1@Tspan9	109246	-0.456916810253291
ENSMUST00000184554.8	chr4_120887676_120887719_-	782	1043	46.419	59.06	5	-29.52	0.105	0.141	chr4_120887676_120887719_-	p1@Rlf	109263	0.588897620852481
ENSMUST00000184554.8	chr15_84500075_84500077_+	782	1002	46.419	55.489	10	-74.87	0.000661	0.00282	chr15_84500075_84500077_+	p5@Prr5	109270	-0.434440363999787
ENSMUST00000184554.8	chr10_79379657_79379690_-	782	1033	46.419	61.375	7	-45.76	0.0329	0.0553	chr10_79379657_79379690_-	p1@C030046I01Rik	109284	-0.488707875817979
ENSMUST00000184554.8	chr5_123465019_123465127_+	782	1108	46.419	65.433	27	-205.26	1.08e-07	1.07e-05	chr5_123465019_123465127_+	p1@Orai1	109305	-0.598806380652004
ENSMUST00000184554.8	chr9_123125140_123125164_-	782	1024	46.419	58.105	8	-57.7	0.006679999999999999	0.0158	chr9_123125140_123125164_-	p2@Cdcp1	109332	0.890865105189544
ENSMUST00000184554.8	chr3_142544906_142544981_-	782	1075	46.419	71.814	23	-179.7	7.55e-06	0.000126	chr3_142544906_142544981_-	p1@Pkn2	109333	0.473744430070677
ENSMUST00000184554.8	chr1_36604039_36604078_-	782	1039	46.419	53.513000000000005	4	-35.55	0.0325	0.0547	chr1_36604039_36604078_-	p1@Ankrd39	109346	-0.668460718933979
ENSMUST00000184554.8	chr5_8046122_8046152_+	782	1030	46.419	37.379	1	-6.54	0.0632	0.0926	chr5_8046122_8046152_+	p3@Sri	109552	0.421609555439036
ENSMUST00000184554.8	chr6_34659610_34659635_+	782	1025	46.419	50.63399999999999	3	-28.23	0.0479	0.0745	chr6_34659610_34659635_+	p3@Cald1	109624	0.557078500596204
ENSMUST00000184554.8	chr3_107889508_107889625_-	782	1117	46.419	60.967	11	-70.84	0.00464	0.012	chr3_107889508_107889625_-	p1@Ampd2	109674	-0.517929577973241
ENSMUST00000184554.8	chr15_82989288_82989324_-	782	1036	46.419	54.343999999999994	5	-27.48	0.0784	0.111	chr15_82989288_82989324_-	p9@Cyb5r3	109754	-0.407061870791329
ENSMUST00000184554.8	chr3_105604241_105604295_-	782	1054	46.419	63.946999999999996	20	-162.9244	1.8e-06	4.84e-05	chr3_105604241_105604295_-	p1@Rap1a	109905	0.792509404640672
ENSMUST00000184554.8	chr13_47201487_47201496_-	782	1009	46.419	62.339	12	-100.4216	0.000261	0.00146	chr13_47201487_47201496_-	p6@Dek	110052	0.695517173167836
ENSMUST00000184554.8	chr4_138866647_138866708_+	782	1061	46.419	63.902	16	-86.42	0.0016600000000000002	0.00555	chr4_138866647_138866708_+	p1@Akr7a5	110198	-0.548269308385717
ENSMUST00000184554.8	chrX_155693851_155693858_+	782	1007	46.419	65.14399999999999	16	-120.2822	8.78e-05	0.0006730000000000001	chrX_155693851_155693858_+	p7@Rps6ka3	110651	0.507049410382403
ENSMUST00000184554.8	chr2_166731526_166731599_+	782	1073	46.419	61.323	15	-80.45	0.00176	0.0057799999999999995	chr2_166731526_166731599_+	p1@Cse1l	110750	0.532766784967538
ENSMUST00000184554.8	chr2_130889244_130889295_-	782	1051	46.419	57.85	7	-49.04	0.0161	0.0313	chr2_130889244_130889295_-	p1@Adam33	110751	-0.877078497909853
ENSMUST00000184554.8	chr18_84255649_84255661_-	782	1012	46.419	73.419	33	-235.6056	1.11e-07	1.07e-05	chr18_84255649_84255661_-	p4@Tshz1	110796	-0.567174583681522
ENSMUST00000184554.8	chr11_87861162_87861192_+	782	1030	46.419	68.35	20	-85.34	0.00381	0.0103	chr11_87861162_87861192_+	p2@Srsf1	110809	0.459165603645239
ENSMUST00000184554.8	chr16_75767003_75767042_-	782	1039	46.419	47.06399999999999	2	-6.6	0.353	0.40399999999999997	chr16_75767003_75767042_-	p1@Hspa13	110920	0.781292762515527
ENSMUST00000184554.8	chr10_126726055_126726091_-	782	1036	46.419	66.12	14	-99.89	0.0007570000000000001	0.0031100000000000004	chr10_126726055_126726091_-	p2@Mbd6	110962	-0.597091328895057
ENSMUST00000184554.8	chrX_101609164_101609195_-	782	1031	46.419	50.145	10	-82.11	0.000101	0.0007440000000000001	chrX_101609164_101609195_-	p1@Abcb7	11306	0.80500314659621
ENSMUST00000184554.8	chr2_31543850_31543906_+	782	1056	46.419	60.89	13	-94.37	0.000414	0.0020399999999999997	chr2_31543850_31543906_+	p3@Abl1	11350	-0.437196217879271
ENSMUST00000184554.8	chr3_153607389_153607416_-	782	1027	46.419	49.951	6	-46.18	0.00603	0.0146	chr3_153607389_153607416_-	p2@Acadm	11364	0.45635733986707
ENSMUST00000184554.8	chr9_21936768_21936778_-	782	1010	46.419	62.376000000000005	8	-70.01	0.00421	0.0112	chr9_21936768_21936778_-	p13@Acp5	11433	-0.74155490636268
ENSMUST00000184554.8	chr2_73418345_73418410_-	782	1065	46.419	45.63399999999999	0	0.0	1.0	1.0	chr2_73418345_73418410_-	p1@Chrna1	11435	-0.700550336319068
ENSMUST00000184554.8	chr1_89102359_89102368_+	782	1009	46.419	57.38399999999999	5	-54.63	0.00757	0.0174	chr1_89102359_89102368_+	p2@Chrng	11449	-0.847048347135432
ENSMUST00000184554.8	chr8_126418644_126418660_-	782	1016	46.419	54.13399999999999	2	-28.74	0.0646	0.0943	chr8_126418644_126418660_-	p1@Acta1	11459	-1.05459341440222
ENSMUST00000184554.8	chr2_113879251_113879298_-	782	1047	46.419	53.582	5	-30.66	0.0546	0.0825	chr2_113879251_113879298_-	p2@Actc1	11464	-1.01938901907712
ENSMUST00000184554.8	chr1_39424947_39424973_+	782	1026	46.419	51.754	4	-58.96	0.00195	0.006229999999999999	chr1_39424947_39424973_+	p4@Rpl31	114641	-0.550339188196851
ENSMUST00000184554.8	chr9_96531906_96531973_-	782	1067	46.419	73.29	26	-124.74	0.000672	0.00285	chr9_96531906_96531973_-	p1@Rasa2	114713	0.60809051490878
ENSMUST00000184554.8	chr13_12432990_12433006_-	782	1016	46.419	52.263999999999996	6	-66.3	0.0009130000000000001	0.0035700000000000003	chr13_12432990_12433006_-	p1@Actn2	11472	-0.715704790992073
ENSMUST00000184554.8	chr10_107769168_107769215_+	782	1047	46.419	75.072	27	-218.924	1.02e-06	3.3299999999999996e-05	chr10_107769168_107769215_+	p1@Pawr	114774	0.669137699225906
